dataset,rewire,theta,seed,n_added,edge_precision,edge_recall,hallucination,pair_precision,pair_recall,cov_after
wordnet:vehicle.n.01:2,0.0,0.6,3,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,3,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,3,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,3,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,3,0,,0.0,,,0.0,0.8549618320610687
wordnet:vehicle.n.01:2,0.0,1.0,3,0,,0.0,,,0.0,0.8549618320610687
wordnet:vehicle.n.01:2,0.0,1.01,3,0,,0.0,,,0.0,0.8549618320610687
wordnet:vehicle.n.01:2,0.0,0.0,4,8,1.0,0.8,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,4,8,1.0,0.8,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,4,8,1.0,0.8,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,4,8,1.0,0.8,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,4,8,1.0,0.8,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,4,8,1.0,0.8,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,4,8,1.0,0.8,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,4,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.0,1.0,4,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.0,1.01,4,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.0,0.0,5,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,5,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,5,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,5,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,5,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,5,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,5,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.0,1.0,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.0,1.01,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.0,0.0,6,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,6,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,6,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,6,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,6,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,6,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,6,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,6,0,,0.0,,,0.0,0.7099236641221374
wordnet:vehicle.n.01:2,0.0,1.0,6,0,,0.0,,,0.0,0.7099236641221374
wordnet:vehicle.n.01:2,0.0,1.01,6,0,,0.0,,,0.0,0.7099236641221374
wordnet:vehicle.n.01:2,0.0,0.0,7,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,7,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,7,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,7,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,7,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,7,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,7,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,7,0,,0.0,,,0.0,0.6641221374045801
wordnet:vehicle.n.01:2,0.0,1.0,7,0,,0.0,,,0.0,0.6641221374045801
wordnet:vehicle.n.01:2,0.0,1.01,7,0,,0.0,,,0.0,0.6641221374045801
wordnet:vehicle.n.01:2,0.0,0.0,8,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,8,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,8,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,8,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,8,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,8,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,8,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,8,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.0,1.0,8,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.0,1.01,8,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.0,0.0,9,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,9,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,9,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,9,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,9,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,9,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,9,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,9,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.0,1.0,9,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.0,1.01,9,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.0,0.0,10,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,10,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,10,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,10,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,10,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,10,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,10,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,10,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.0,1.0,10,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.0,1.01,10,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.0,0.0,11,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,11,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,11,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,11,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,11,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,11,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,11,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,11,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.0,1.0,11,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.0,1.01,11,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.0,0.0,12,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,12,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,12,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,12,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,12,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,12,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,12,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,12,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.0,1.0,12,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.0,1.01,12,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.0,0.0,13,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,13,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,13,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,13,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,13,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,13,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,13,10,1.0,1.0,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,13,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.0,1.0,13,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.0,1.01,13,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.0,0.0,14,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.5,14,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.55,14,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.6,14,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.75,14,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.85,14,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.9,14,9,1.0,0.9,0.0,1.0,1.0,1.0
wordnet:vehicle.n.01:2,0.0,0.95,14,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.0,1.0,14,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.0,1.01,14,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,0.0,0,12,0.5833333333333334,0.7,0.4166666666666667,0.5555555555555556,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.1,0.5,0,12,0.5833333333333334,0.7,0.4166666666666667,0.5555555555555556,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.1,0.55,0,12,0.5833333333333334,0.7,0.4166666666666667,0.5555555555555556,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.1,0.6,0,12,0.5833333333333334,0.7,0.4166666666666667,0.5555555555555556,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.1,0.75,0,12,0.5833333333333334,0.7,0.4166666666666667,0.5555555555555556,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.1,0.85,0,12,0.5833333333333334,0.7,0.4166666666666667,0.5555555555555556,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.1,0.9,0,12,0.5833333333333334,0.7,0.4166666666666667,0.5555555555555556,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.1,0.95,0,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.0,0,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.01,0,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,0.0,1,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.5,1,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.55,1,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.6,1,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.75,1,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.85,1,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.9,1,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.95,1,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,1.0,1,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,1.01,1,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,0.0,2,15,0.6666666666666666,1.0,0.3333333333333333,0.7096774193548387,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,2,15,0.6666666666666666,1.0,0.3333333333333333,0.7096774193548387,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,2,15,0.6666666666666666,1.0,0.3333333333333333,0.7096774193548387,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,2,15,0.6666666666666666,1.0,0.3333333333333333,0.7096774193548387,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,2,15,0.6666666666666666,1.0,0.3333333333333333,0.7096774193548387,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,2,15,0.6666666666666666,1.0,0.3333333333333333,0.7096774193548387,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,2,15,0.6666666666666666,1.0,0.3333333333333333,0.7096774193548387,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,2,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.1,1.0,2,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.1,1.01,2,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.1,0.0,3,15,0.6666666666666666,1.0,0.3333333333333333,0.8048780487804879,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,3,15,0.6666666666666666,1.0,0.3333333333333333,0.8048780487804879,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,3,15,0.6666666666666666,1.0,0.3333333333333333,0.8048780487804879,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,3,15,0.6666666666666666,1.0,0.3333333333333333,0.8048780487804879,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,3,15,0.6666666666666666,1.0,0.3333333333333333,0.8048780487804879,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,3,15,0.6666666666666666,1.0,0.3333333333333333,0.8048780487804879,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,3,15,0.6666666666666666,1.0,0.3333333333333333,0.8048780487804879,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,3,0,,0.0,,,0.0,0.7480916030534351
wordnet:vehicle.n.01:2,0.1,1.0,3,0,,0.0,,,0.0,0.7480916030534351
wordnet:vehicle.n.01:2,0.1,1.01,3,0,,0.0,,,0.0,0.7480916030534351
wordnet:vehicle.n.01:2,0.1,0.0,4,15,0.6666666666666666,1.0,0.3333333333333333,0.7647058823529411,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,4,15,0.6666666666666666,1.0,0.3333333333333333,0.7647058823529411,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,4,15,0.6666666666666666,1.0,0.3333333333333333,0.7647058823529411,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,4,15,0.6666666666666666,1.0,0.3333333333333333,0.7647058823529411,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,4,15,0.6666666666666666,1.0,0.3333333333333333,0.7647058823529411,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,4,15,0.6666666666666666,1.0,0.3333333333333333,0.7647058823529411,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,4,15,0.6666666666666666,1.0,0.3333333333333333,0.7647058823529411,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,4,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.1,1.0,4,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.1,1.01,4,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.1,0.0,5,14,0.6428571428571429,0.9,0.35714285714285715,0.4864864864864865,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,5,14,0.6428571428571429,0.9,0.35714285714285715,0.4864864864864865,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,5,14,0.6428571428571429,0.9,0.35714285714285715,0.4864864864864865,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,5,14,0.6428571428571429,0.9,0.35714285714285715,0.4864864864864865,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,5,14,0.6428571428571429,0.9,0.35714285714285715,0.4864864864864865,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,5,14,0.6428571428571429,0.9,0.35714285714285715,0.4864864864864865,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,5,14,0.6428571428571429,0.9,0.35714285714285715,0.4864864864864865,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,1.0,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,1.01,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,0.0,6,14,0.6428571428571429,0.9,0.35714285714285715,0.7948717948717948,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,6,14,0.6428571428571429,0.9,0.35714285714285715,0.7948717948717948,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,6,14,0.6428571428571429,0.9,0.35714285714285715,0.7948717948717948,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,6,14,0.6428571428571429,0.9,0.35714285714285715,0.7948717948717948,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,6,14,0.6428571428571429,0.9,0.35714285714285715,0.7948717948717948,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,6,14,0.6428571428571429,0.9,0.35714285714285715,0.7948717948717948,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,6,14,0.6428571428571429,0.9,0.35714285714285715,0.7948717948717948,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,6,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.1,1.0,6,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.1,1.01,6,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.1,0.0,7,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.5,7,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.55,7,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.6,7,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.75,7,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.85,7,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.9,7,13,0.6153846153846154,0.8,0.38461538461538464,0.68,0.9444444444444444,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.95,7,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,1.0,7,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,1.01,7,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.1,0.0,8,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,8,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,8,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,8,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,8,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,8,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,8,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,8,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.0,8,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.01,8,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,0.0,9,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,9,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,9,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,9,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,9,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,9,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,9,14,0.6428571428571429,0.9,0.35714285714285715,0.5,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,9,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.0,9,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.01,9,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,0.0,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.5,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.55,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.6,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.75,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.85,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.9,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
