dataset,rewire,theta,seed,n_added,edge_precision,edge_recall,hallucination,pair_precision,pair_recall,cov_after
wordnet:vehicle.n.01:2,0.2,0.75,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.85,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.9,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.95,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.0,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.01,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,0.0,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.5,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.55,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.6,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.75,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.85,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.9,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.95,14,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.2,1.0,14,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.2,1.01,14,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.4,0.0,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.5,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.55,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.6,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.75,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.85,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.9,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.95,0,0,,0.0,,,0.0,0.7557251908396947
wordnet:vehicle.n.01:2,0.4,1.0,0,0,,0.0,,,0.0,0.7557251908396947
wordnet:vehicle.n.01:2,0.4,1.01,0,0,,0.0,,,0.0,0.7557251908396947
wordnet:vehicle.n.01:2,0.4,0.0,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.9,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.95,1,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,1.0,1,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,1.01,1,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,0.0,2,23,0.17391304347826086,0.4,0.8260869565217391,0.18309859154929578,0.7222222222222222,0.9618320610687023
wordnet:vehicle.n.01:2,0.4,0.5,2,23,0.17391304347826086,0.4,0.8260869565217391,0.18309859154929578,0.7222222222222222,0.9618320610687023
wordnet:vehicle.n.01:2,0.4,0.55,2,23,0.17391304347826086,0.4,0.8260869565217391,0.18309859154929578,0.7222222222222222,0.9618320610687023
wordnet:vehicle.n.01:2,0.4,0.6,2,23,0.17391304347826086,0.4,0.8260869565217391,0.18309859154929578,0.7222222222222222,0.9618320610687023
wordnet:vehicle.n.01:2,0.4,0.75,2,23,0.17391304347826086,0.4,0.8260869565217391,0.18309859154929578,0.7222222222222222,0.9618320610687023
wordnet:vehicle.n.01:2,0.4,0.85,2,23,0.17391304347826086,0.4,0.8260869565217391,0.18309859154929578,0.7222222222222222,0.9618320610687023
wordnet:vehicle.n.01:2,0.4,0.9,2,23,0.17391304347826086,0.4,0.8260869565217391,0.18309859154929578,0.7222222222222222,0.9618320610687023
wordnet:vehicle.n.01:2,0.4,0.95,2,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,1.0,2,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,1.01,2,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,0.0,3,26,0.23076923076923078,0.6,0.7692307692307693,0.22727272727272727,0.8333333333333334,0.9770992366412213
wordnet:vehicle.n.01:2,0.4,0.5,3,26,0.23076923076923078,0.6,0.7692307692307693,0.22727272727272727,0.8333333333333334,0.9770992366412213
wordnet:vehicle.n.01:2,0.4,0.55,3,26,0.23076923076923078,0.6,0.7692307692307693,0.22727272727272727,0.8333333333333334,0.9770992366412213
wordnet:vehicle.n.01:2,0.4,0.6,3,26,0.23076923076923078,0.6,0.7692307692307693,0.22727272727272727,0.8333333333333334,0.9770992366412213
wordnet:vehicle.n.01:2,0.4,0.75,3,26,0.23076923076923078,0.6,0.7692307692307693,0.22727272727272727,0.8333333333333334,0.9770992366412213
wordnet:vehicle.n.01:2,0.4,0.85,3,26,0.23076923076923078,0.6,0.7692307692307693,0.22727272727272727,0.8333333333333334,0.9770992366412213
wordnet:vehicle.n.01:2,0.4,0.9,3,26,0.23076923076923078,0.6,0.7692307692307693,0.22727272727272727,0.8333333333333334,0.9770992366412213
wordnet:vehicle.n.01:2,0.4,0.95,3,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,1.0,3,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,1.01,3,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.4,0.0,4,24,0.16666666666666666,0.4,0.8333333333333334,0.0797872340425532,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,4,24,0.16666666666666666,0.4,0.8333333333333334,0.0797872340425532,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,4,24,0.16666666666666666,0.4,0.8333333333333334,0.0797872340425532,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,4,24,0.16666666666666666,0.4,0.8333333333333334,0.0797872340425532,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,4,24,0.16666666666666666,0.4,0.8333333333333334,0.0797872340425532,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,4,24,0.16666666666666666,0.4,0.8333333333333334,0.0797872340425532,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.9,4,24,0.16666666666666666,0.4,0.8333333333333334,0.0797872340425532,0.8823529411764706,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.95,4,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.4,1.0,4,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.4,1.01,4,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.4,0.0,5,26,0.23076923076923078,0.6,0.7692307692307693,0.2127659574468085,0.967741935483871,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.5,5,26,0.23076923076923078,0.6,0.7692307692307693,0.2127659574468085,0.967741935483871,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.55,5,26,0.23076923076923078,0.6,0.7692307692307693,0.2127659574468085,0.967741935483871,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.6,5,26,0.23076923076923078,0.6,0.7692307692307693,0.2127659574468085,0.967741935483871,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.75,5,26,0.23076923076923078,0.6,0.7692307692307693,0.2127659574468085,0.967741935483871,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.85,5,26,0.23076923076923078,0.6,0.7692307692307693,0.2127659574468085,0.967741935483871,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.9,5,26,0.23076923076923078,0.6,0.7692307692307693,0.2127659574468085,0.967741935483871,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.95,5,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.4,1.0,5,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.4,1.01,5,0,,0.0,,,0.0,0.7633587786259542
wordnet:vehicle.n.01:2,0.4,0.0,6,26,0.23076923076923078,0.6,0.7692307692307693,0.10545454545454545,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.5,6,26,0.23076923076923078,0.6,0.7692307692307693,0.10545454545454545,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.55,6,26,0.23076923076923078,0.6,0.7692307692307693,0.10545454545454545,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.6,6,26,0.23076923076923078,0.6,0.7692307692307693,0.10545454545454545,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.75,6,26,0.23076923076923078,0.6,0.7692307692307693,0.10545454545454545,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.85,6,26,0.23076923076923078,0.6,0.7692307692307693,0.10545454545454545,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.9,6,26,0.23076923076923078,0.6,0.7692307692307693,0.10545454545454545,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.95,6,0,,0.0,,,0.0,0.7786259541984732
wordnet:vehicle.n.01:2,0.4,1.0,6,0,,0.0,,,0.0,0.7786259541984732
wordnet:vehicle.n.01:2,0.4,1.01,6,0,,0.0,,,0.0,0.7786259541984732
wordnet:vehicle.n.01:2,0.4,0.0,7,28,0.32142857142857145,0.9,0.6785714285714286,0.2916666666666667,0.9655172413793104,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.5,7,28,0.32142857142857145,0.9,0.6785714285714286,0.2916666666666667,0.9655172413793104,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.55,7,28,0.32142857142857145,0.9,0.6785714285714286,0.2916666666666667,0.9655172413793104,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.6,7,28,0.32142857142857145,0.9,0.6785714285714286,0.2916666666666667,0.9655172413793104,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.75,7,28,0.32142857142857145,0.9,0.6785714285714286,0.2916666666666667,0.9655172413793104,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.85,7,28,0.32142857142857145,0.9,0.6785714285714286,0.2916666666666667,0.9655172413793104,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.9,7,28,0.32142857142857145,0.9,0.6785714285714286,0.2916666666666667,0.9655172413793104,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.95,7,0,,0.0,,,0.0,0.7786259541984732
wordnet:vehicle.n.01:2,0.4,1.0,7,0,,0.0,,,0.0,0.7786259541984732
wordnet:vehicle.n.01:2,0.4,1.01,7,0,,0.0,,,0.0,0.7786259541984732
wordnet:vehicle.n.01:2,0.4,0.0,8,27,0.25925925925925924,0.7,0.7407407407407407,0.24242424242424243,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,8,27,0.25925925925925924,0.7,0.7407407407407407,0.24242424242424243,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,8,27,0.25925925925925924,0.7,0.7407407407407407,0.24242424242424243,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,8,27,0.25925925925925924,0.7,0.7407407407407407,0.24242424242424243,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,8,27,0.25925925925925924,0.7,0.7407407407407407,0.24242424242424243,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,8,27,0.25925925925925924,0.7,0.7407407407407407,0.24242424242424243,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.9,8,27,0.25925925925925924,0.7,0.7407407407407407,0.24242424242424243,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.95,8,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.4,1.0,8,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.4,1.01,8,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.4,0.0,9,26,0.23076923076923078,0.6,0.7692307692307693,0.10497237569060773,0.9047619047619048,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,9,26,0.23076923076923078,0.6,0.7692307692307693,0.10497237569060773,0.9047619047619048,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,9,26,0.23076923076923078,0.6,0.7692307692307693,0.10497237569060773,0.9047619047619048,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,9,26,0.23076923076923078,0.6,0.7692307692307693,0.10497237569060773,0.9047619047619048,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,9,26,0.23076923076923078,0.6,0.7692307692307693,0.10497237569060773,0.9047619047619048,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,9,26,0.23076923076923078,0.6,0.7692307692307693,0.10497237569060773,0.9047619047619048,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.9,9,26,0.23076923076923078,0.6,0.7692307692307693,0.10497237569060773,0.9047619047619048,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.95,9,0,,0.0,,,0.0,0.8396946564885496
wordnet:vehicle.n.01:2,0.4,1.0,9,0,,0.0,,,0.0,0.8396946564885496
wordnet:vehicle.n.01:2,0.4,1.01,9,0,,0.0,,,0.0,0.8396946564885496
wordnet:vehicle.n.01:2,0.4,0.0,10,27,0.25925925925925924,0.7,0.7407407407407407,0.16666666666666666,0.9090909090909091,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,10,27,0.25925925925925924,0.7,0.7407407407407407,0.16666666666666666,0.9090909090909091,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,10,27,0.25925925925925924,0.7,0.7407407407407407,0.16666666666666666,0.9090909090909091,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,10,27,0.25925925925925924,0.7,0.7407407407407407,0.16666666666666666,0.9090909090909091,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,10,27,0.25925925925925924,0.7,0.7407407407407407,0.16666666666666666,0.9090909090909091,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,10,27,0.25925925925925924,0.7,0.7407407407407407,0.16666666666666666,0.9090909090909091,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.9,10,27,0.25925925925925924,0.7,0.7407407407407407,0.16666666666666666,0.9090909090909091,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.95,10,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.4,1.0,10,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.4,1.01,10,0,,0.0,,,0.0,0.8320610687022901
wordnet:vehicle.n.01:2,0.4,0.0,11,26,0.23076923076923078,0.6,0.7692307692307693,0.3116883116883117,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,11,26,0.23076923076923078,0.6,0.7692307692307693,0.3116883116883117,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,11,26,0.23076923076923078,0.6,0.7692307692307693,0.3116883116883117,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,11,26,0.23076923076923078,0.6,0.7692307692307693,0.3116883116883117,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,11,26,0.23076923076923078,0.6,0.7692307692307693,0.3116883116883117,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,11,26,0.23076923076923078,0.6,0.7692307692307693,0.3116883116883117,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.9,11,26,0.23076923076923078,0.6,0.7692307692307693,0.3116883116883117,0.9230769230769231,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.95,11,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.4,1.0,11,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.4,1.01,11,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.4,0.0,12,27,0.25925925925925924,0.7,0.7407407407407407,0.3684210526315789,0.9333333333333333,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,12,27,0.25925925925925924,0.7,0.7407407407407407,0.3684210526315789,0.9333333333333333,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,12,27,0.25925925925925924,0.7,0.7407407407407407,0.3684210526315789,0.9333333333333333,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,12,27,0.25925925925925924,0.7,0.7407407407407407,0.3684210526315789,0.9333333333333333,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,12,27,0.25925925925925924,0.7,0.7407407407407407,0.3684210526315789,0.9333333333333333,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,12,27,0.25925925925925924,0.7,0.7407407407407407,0.3684210526315789,0.9333333333333333,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.9,12,27,0.25925925925925924,0.7,0.7407407407407407,0.3684210526315789,0.9333333333333333,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.95,12,0,,0.0,,,0.0,0.7709923664122137
wordnet:vehicle.n.01:2,0.4,1.0,12,0,,0.0,,,0.0,0.7709923664122137
wordnet:vehicle.n.01:2,0.4,1.01,12,0,,0.0,,,0.0,0.7709923664122137
wordnet:vehicle.n.01:2,0.4,0.0,13,25,0.2,0.5,0.8,0.16470588235294117,0.6666666666666666,0.9465648854961832
wordnet:vehicle.n.01:2,0.4,0.5,13,25,0.2,0.5,0.8,0.16470588235294117,0.6666666666666666,0.9465648854961832
wordnet:vehicle.n.01:2,0.4,0.55,13,25,0.2,0.5,0.8,0.16470588235294117,0.6666666666666666,0.9465648854961832
wordnet:vehicle.n.01:2,0.4,0.6,13,25,0.2,0.5,0.8,0.16470588235294117,0.6666666666666666,0.9465648854961832
wordnet:vehicle.n.01:2,0.4,0.75,13,25,0.2,0.5,0.8,0.16470588235294117,0.6666666666666666,0.9465648854961832
wordnet:vehicle.n.01:2,0.4,0.85,13,25,0.2,0.5,0.8,0.16470588235294117,0.6666666666666666,0.9465648854961832
wordnet:vehicle.n.01:2,0.4,0.9,13,25,0.2,0.5,0.8,0.16470588235294117,0.6666666666666666,0.9465648854961832
wordnet:vehicle.n.01:2,0.4,0.95,13,0,,0.0,,,0.0,0.8396946564885496
wordnet:vehicle.n.01:2,0.4,1.0,13,0,,0.0,,,0.0,0.8396946564885496
wordnet:vehicle.n.01:2,0.4,1.01,13,0,,0.0,,,0.0,0.8396946564885496
wordnet:vehicle.n.01:2,0.4,0.0,14,26,0.23076923076923078,0.6,0.7692307692307693,0.1875,0.96,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.5,14,26,0.23076923076923078,0.6,0.7692307692307693,0.1875,0.96,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.55,14,26,0.23076923076923078,0.6,0.7692307692307693,0.1875,0.96,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.6,14,26,0.23076923076923078,0.6,0.7692307692307693,0.1875,0.96,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.75,14,26,0.23076923076923078,0.6,0.7692307692307693,0.1875,0.96,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.85,14,26,0.23076923076923078,0.6,0.7692307692307693,0.1875,0.96,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.9,14,26,0.23076923076923078,0.6,0.7692307692307693,0.1875,0.96,0.9923664122137404
wordnet:vehicle.n.01:2,0.4,0.95,14,0,,0.0,,,0.0,0.8091603053435115
wordnet:vehicle.n.01:2,0.4,1.0,14,0,,0.0,,,0.0,0.8091603053435115
wordnet:vehicle.n.01:2,0.4,1.01,14,0,,0.0,,,0.0,0.8091603053435115
